;codgeo;libgeo;date_arrete;nb_vp_rechargeables_el;nb_vp_rechargeables_gaz;nb_vp
339591;70157;CLAIREGOUTTE;2022-03-31;11;0;535
339595;70158;CLANS;2022-06-30;1;0;144
339603;70159;COGNIÈRES;2023-03-31;1;0;121
339604;70160;COISEVAUX;2023-03-31;2;0;389
339606;70162;COLOMBE-LÈS-VESOUL;2021-06-30;4;0;559
339611;70163;COLOMBIER;2023-03-31;8;0;469
339612;70164;COLOMBOTTE;2022-06-30;0;0;80
339616;70165;COMBEAUFONTAINE;2022-09-30;4;0;699
339622;70166;COMBERJON;2023-03-31;3;0;204
339623;70167;CONFLANDEY;2022-06-30;0;0;500
339628;70168;CONFLANS-SUR-LANTERNE;2023-03-31;5;0;725
339632;70169;CONFRACOURT;2023-03-31;0;0;253
339636;70170;CONTRÉGLISE;2022-09-30;1;0;135
339640;70171;CORBENAY;2023-03-31;9;0;1574
339644;70172;LA CORBIÈRE;2022-06-30;1;0;147
339647;70174;CORDONNET;2022-12-31;2;0;149
339649;70175;CORNOT;2022-09-30;2;0;210
339654;70176;CORRAVILLERS;2023-03-31;0;0;279
339657;70178;LA CÔTE;2022-06-30;5;0;651
339660;70179;COULEVON;2022-09-30;1;0;201
339666;70180;COURCHATON;2022-09-30;3;0;521
339670;70181;COURCUIRE;2023-03-31;1;0;202
339675;70182;COURMONT;2023-03-31;0;0;152
339679;70183;COURTESOULT-ET-GATEY;2022-12-31;0;0;80
339683;70184;COUTHENANS;2023-03-31;8;0;847
339684;70185;CRESANCEY;2021-03-31;0;0;198
339687;70186;LA CREUSE;2022-06-30;1;0;79
339690;70187;CREVANS-ET-LA-CHAPELLE-LÈS-GRANGES;2023-03-31;5;0;340
339691;70188;CREVENEY;2020-12-31;0;0;73
339693;70189;CROMARY;2021-03-31;2;0;273
339697;70190;CUBRY-LÈS-FAVERNEY;2022-06-30;1;0;205
339699;70192;CUGNEY;2022-03-31;2;0;236
339704;70193;CULT;2022-12-31;3;0;237
339708;70194;CUVE;2022-06-30;0;0;201
339711;70195;DAMBENOÎT-LÈS-COLOMBE;2022-03-31;2;0;387
339714;70196;DAMPIERRE-LÈS-CONFLANS;2023-03-31;6;0;349
339720;70197;DAMPIERRE-SUR-LINOTTE;2022-09-30;7;0;885
339724;70198;DAMPIERRE-SUR-SALON;2022-06-30;12;0;1300
339728;70199;DAMPVALLEY-LÈS-COLOMBE;2022-09-30;0;0;116
339732;70200;DAMPVALLEY-SAINT-PANCRAS;2023-03-31;1;0;60
339736;70201;DELAIN;2022-09-30;2;0;265
339739;70202;DEMANGEVELLE;2022-06-30;0;0;382
339744;70203;LA DEMIE;2022-12-31;4;0;132
339749;70204;DENÈVRE;2022-09-30;1;0;204
339752;70205;ÉCHAVANNE;2022-12-31;2;0;247
339757;70206;ÉCHENANS-SOUS-MONT-VAUDOIS;2022-06-30;6;0;543
339760;70207;ÉCHENOZ-LA-MÉLINE;2022-03-31;38;0;3352
339762;70208;ÉCHENOZ-LE-SEC;2022-03-31;1;0;337
339766;70210;ÉCROMAGNY;2023-03-31;1;0;210
339771;70211;ÉCUELLE;2023-03-31;0;0;98
339774;70213;ÉHUNS;2023-03-31;5;0;273
339778;70214;ÉQUEVILLEY;2023-03-31;1;0;156
339782;70215;ERREVET;2022-12-31;4;0;309
339785;70216;ESBOZ-BREST;2022-12-31;3;0;559
339787;70217;ESMOULIÈRES;2021-12-31;1;0;153
339789;70218;ESMOULINS;2023-03-31;0;0;172
339794;70219;ESPRELS;2023-03-31;4;0;919
339798;70220;ESSERTENNE-ET-CECEY;2022-09-30;3;0;489
339805;70221;ÉTOBON;2023-03-31;2;0;384
339806;70222;ÉTRELLES-ET-LA-MONTBLEUSE;2022-09-30;2;0;125
339810;70224;ÉTUZ;2022-12-31;12;0;812
339813;70225;FAHY-LÈS-AUTREY;2022-12-31;2;0;154
339816;70226;FALLON;2022-03-31;1;0;417
339824;70228;FAVERNEY;2023-03-31;8;0;1219
339829;70229;FAYMONT;2022-12-31;2;0;298
339833;70230;FÉDRY;2023-03-31;1;0;145
339836;70231;FERRIÈRES-LÈS-RAY;2022-12-31;0;0;42
339840;70232;FERRIÈRES-LÈS-SCEY;2022-12-31;2;0;146
339843;70233;LES FESSEY;2022-06-30;1;0;134
339844;70234;FILAIN;2021-09-30;2;0;323
339847;70236;FLEUREY-LÈS-FAVERNEY;2021-06-30;1;0;455
339851;70237;FLEUREY-LÈS-LAVONCOURT;2022-09-30;1;0;131
339854;70238;FLEUREY-LÈS-SAINT-LOUP;2022-03-31;0;0;191
339855;70239;FONDREMAND;2022-09-30;2;0;236
339856;70240;FONTAINE-LÈS-LUXEUIL;2021-09-30;5;0;1672
339857;70242;FONTENOIS-LA-VILLE;2020-12-31;0;0;200
339861;70243;FONTENOIS-LÈS-MONTBOZON;2022-12-31;1;0;404
339867;70244;FOUCHÉCOURT;2023-03-31;1;0;146
339872;70245;FOUGEROLLES-SAINT-VALBERT;2022-09-30;20;0;4667
339878;70247;FOUVENT-SAINT-ANDOCHE;2022-12-31;0;0;306
339883;70248;FRAHIER-ET-CHATEBIER;2022-12-31;16;0;1622
339884;70249;FRANCALMONT;2022-09-30;0;0;151
339891;70250;FRANCHEVELLE;2023-03-31;8;0;564
339894;70251;FRANCOURT;2022-06-30;0;0;131
339896;70252;FRAMONT;2022-06-30;3;0;224
339898;70253;FRASNE-LE-CHÂTEAU;2022-09-30;4;0;343
339901;70254;FRÉDÉRIC-FONTAINE;2022-06-30;6;0;359
339906;70255;FRESNE-SAINT-MAMÈS;2022-09-30;4;0;625
339908;70256;FRESSE;2022-09-30;3;0;1016
339911;70257;FRETIGNEY-ET-VELLOREILLE;2022-12-31;11;0;917
339913;70258;FROIDECONCHE;2022-09-30;12;0;2415
339916;70259;FROIDETERRE;2022-03-31;0;0;440
339918;70260;FROTEY-LÈS-LURE;2022-06-30;6;0;838
339920;70261;FROTEY-LÈS-VESOUL;2022-06-30;9;0;1720
339925;70262;GENEVREUILLE;2023-03-31;0;0;196
339926;70263;GENEVREY;2022-03-31;3;0;289
339931;70264;GEORFANS;2022-12-31;0;0;70
339936;70265;GERMIGNEY;2022-12-31;1;0;182
339939;70267;GEVIGNEY-ET-MERCEY;2021-06-30;1;0;542
339943;70268;GÉZIER-ET-FONTENELAY;2023-03-31;6;0;259
339945;70269;GIREFONTAINE;2022-09-30;1;0;49
339950;70271;GOUHENANS;2023-03-31;4;0;531
339952;70272;GOURGEON;2022-09-30;3;0;259
339953;70273;GRAMMONT;2023-03-31;0;0;71
339955;70274;GRANDECOURT;2021-09-30;0;0;48
339959;70275;GRANDVELLE-ET-LE-PERRENOT;2023-03-31;3;0;435
339962;70276;GRANGES-LA-VILLE;2022-06-30;2;0;243
339966;70277;GRANGES-LE-BOURG;2022-06-30;0;0;506
339971;70278;GRATTERY;2023-03-31;3;0;249
339974;70279;GRAY;2023-03-31;42;1;5222
339979;70280;GRAY-LA-VILLE;2022-09-30;6;0;1045
339981;70282;GY;2022-12-31;12;0;1226
339987;70283;HAUT-DU-THEM-CHÂTEAU-LAMBERT;2022-12-31;2;0;594
339990;70284;HAUTEVELLE;2022-03-31;1;0;341
339994;70285;HÉRICOURT;2022-12-31;106;0;11234
339997;70286;HUGIER;2022-12-31;2;0;144
340002;70287;HURECOURT;2023-03-31;0;0;58
340004;70288;HYET;2022-12-31;1;0;123
340008;70289;IGNY;2023-03-31;1;0;240
340011;70290;JASNEY;2023-03-31;2;0;254
340014;70291;JONVELLE;2022-06-30;0;0;180
340017;70292;JUSSEY;2022-12-31;14;0;1812
340023;70293;LAMBREY;2023-03-31;0;0;122
340027;70294;LANTENOT;2022-12-31;4;0;466
340030;70295;LA LANTERNE-ET-LES-ARMONTS;2022-12-31;0;0;223
340031;70296;LARIANS-ET-MUNANS;2021-06-30;0;0;285
340037;70297;LARRET;2022-12-31;1;0;65
340041;70298;LAVIGNEY;2022-12-31;5;0;160
340043;70299;LAVONCOURT;2022-03-31;0;0;352
340047;70301;LIEFFRANS;2023-03-31;0;0;83
340049;70302;LIEUCOURT;2021-12-31;0;0;81
340051;70303;LIÉVANS;2022-12-31;1;0;190
340054;70304;LINEXERT;2022-06-30;0;0;161
340060;70305;LOEUILLEY;2023-03-31;3;0;124
340062;70306;LOMONT;2023-03-31;6;0;596
340066;70307;LONGEVELLE;2023-03-31;0;0;160
340069;70308;LA LONGINE;2022-12-31;0;0;260
340071;70309;LOULANS-VERCHAMP;2022-09-30;4;0;562
340078;70310;LURE;2023-03-31;82;1;8511
340079;70311;LUXEUIL-LES-BAINS;2021-09-30;30;0;7160
340082;70312;LUZE;2022-12-31;9;0;904
340088;70313;LYOFFANS;2023-03-31;5;0;524
340091;70314;MAGNIVRAY;2022-09-30;1;0;213
340096;70315;MAGNONCOURT;2022-09-30;4;0;495
340101;70316;LE MAGNORAY;2022-09-30;1;0;109
340104;70317;LES MAGNY;2022-09-30;0;0;164
340106;70318;MAGNY-DANIGON;2023-03-31;0;0;555
340108;70319;MAGNY-JOBERT;2022-12-31;0;0;154
340109;70320;MAGNY-LÈS-JUSSEY;2021-06-30;1;0;142
340112;70321;MAGNY-VERNOIS;2022-09-30;16;0;1646
340117;70322;MAILLERONCOURT-CHARETTE;2022-12-31;5;0;347
340119;70323;MAILLERONCOURT-SAINT-PANCRAS;2021-12-31;0;0;276
340122;70324;MAILLEY-ET-CHAZELOT;2022-12-31;7;0;714
340126;70325;MAIZIÈRES;2023-03-31;1;0;404
340130;70326;LA MALACHÈRE;2023-03-31;1;0;344
340133;70327;MALANS;2022-03-31;3;0;167
340137;70328;MALBOUHANS;2023-03-31;3;0;477
340138;70329;MALVILLERS;2022-09-30;1;0;94
340142;70330;MANDREVILLARS;2023-03-31;7;0;277
340145;70331;MANTOCHE;2023-03-31;7;0;578
340149;70332;MARAST;2022-09-30;1;0;47
340154;70334;MARNAY;2023-03-31;21;0;1811
340156;70335;MAUSSANS;2021-12-31;0;0;78
340159;70336;MÉLECEY;2022-09-30;2;0;202
340163;70337;MELIN;2022-06-30;0;0;84
340165;70338;MELINCOURT;2021-12-31;0;0;284
340167;70339;MÉLISEY;2022-06-30;8;0;2198
340173;70340;MEMBREY;2023-03-31;8;0;286
340178;70341;MENOUX;2022-12-31;2;0;358
340182;70342;MERCEY-SUR-SAÔNE;2023-03-31;1;0;150
340183;70343;MERSUAY;2021-12-31;4;0;371
340188;70344;MEURCOURT;2022-12-31;6;0;419
340192;70347;MIGNAVILLERS;2021-12-31;1;0;502
340196;70348;MOFFANS-ET-VACHERESSE;2022-12-31;6;0;765
340200;70349;MOIMAY;2023-03-31;1;0;269
340203;70350;MOLAY;2022-06-30;0;0;80
340207;70351;MOLLANS;2023-03-31;1;0;318
340212;70352;LA MONTAGNE;2022-12-31;0;0;51
340219;70355;MONTARLOT-LÈS-RIOZ;2022-12-31;4;0;381
340220;70356;MONTBOILLON;2022-06-30;0;0;318
340223;70357;MONTBOZON;2023-03-31;9;0;633
340228;70358;MONTCEY;2023-03-31;1;0;322
340231;70359;MONTCOURT;2021-12-31;0;0;75
340236;70360;MONTDORÉ;2023-03-31;0;0;71
340239;70361;MONTESSAUX;2022-09-30;3;0;208
340243;70362;MONTIGNY-LÈS-CHERLIEU;2022-12-31;1;0;156
340246;70363;MONTIGNY-LÈS-VESOUL;2022-09-30;8;0;742
340251;70364;MONTJUSTIN-ET-VELOTTE;2022-12-31;1;0;209
340255;70366;VILLERS-CHEMIN-ET-MONT-LÈS-ÉTRELLES;2022-12-31;0;0;158
340258;70367;MONT-LE-VERNOIS;2023-03-31;4;0;203
340259;70368;MONTOT;2022-06-30;3;0;149
340263;70369;MONT-SAINT-LÉGER;2022-09-30;1;0;66
340268;70371;MONTUREUX-ET-PRANTIGNY;2023-03-31;1;0;245
340270;70372;MONTUREUX-LÈS-BAULAY;2023-03-31;2;0;196
340273;70373;LA ROCHE-MOREY;2023-03-31;2;0;356
340275;70374;MOTEY-BESUCHE;2022-12-31;2;0;122
340277;70376;NANTILLY;2023-03-31;9;0;480
340281;70378;NAVENNE;2023-03-31;19;0;1595
340283;70380;NEUREY-EN-VAUX;2022-03-31;4;0;171
340285;70381;NEUREY-LÈS-LA-DEMIE;2023-03-31;2;0;238
340291;70383;NEUVELLE-LÈS-CROMARY;2023-03-31;5;0;436
340294;70384;NEUVELLE-LÈS-LA-CHARITÉ;2022-12-31;1;0;284
340296;70385;LA NEUVELLE-LÈS-LURE;2022-06-30;2;0;392
340299;70386;LA NEUVELLE-LÈS-SCEY;2022-12-31;0;0;213
340305;70387;NOIDANS-LE-FERROUX;2023-03-31;3;0;780
340308;70388;NOIDANS-LÈS-VESOUL;2022-12-31;39;0;2333
340312;70389;NOIRON;2023-03-31;0;0;48
340317;70390;NOROY-LE-BOURG;2022-12-31;2;0;594
340320;70392;OIGNEY;2022-12-31;0;0;55
340323;70393;OISELAY-ET-GRACHAUX;2022-03-31;2;0;484
340327;70394;ONAY;2022-06-30;0;0;72
340330;70395;OPPENANS;2022-06-30;0;0;74
340335;70396;ORICOURT;2022-03-31;0;0;33
340339;70397;ORMENANS;2023-03-31;1;0;91
340340;70398;ORMOICHE;2023-03-31;0;0;87
340342;70399;ORMOY;2022-12-31;2;0;301
340347;70400;OUGE;2023-03-31;0;0;154
340349;70401;OVANCHES;2023-03-31;1;0;165
340354;70402;OYRIÈRES;2023-03-31;0;0;449
340358;70403;PALANTE;2022-09-30;0;0;259
340360;70404;PASSAVANT-LA-ROCHÈRE;2023-03-31;4;0;798
340365;70405;PENNESIÈRES;2023-03-31;0;0;250
340369;70406;PERCEY-LE-GRAND;2022-09-30;0;0;126
340373;70407;PERROUSE;2021-09-30;2;0;302
340375;70408;PESMES;2022-06-30;9;0;1241
340380;70410;PIN;2022-12-31;10;0;833
340383;70412;PLAINEMONT;2022-12-31;0;0;79
340385;70413;PLANCHER-BAS;2022-03-31;8;0;2441
340390;70415;POLAINCOURT-ET-CLAIREFONTAINE;2023-03-31;1;0;681
340393;70416;POMOY;2021-09-30;1;0;268
340396;70417;PONTCEY;2023-03-31;7;0;341
340398;70418;LA ROMAINE;2022-06-30;3;0;606
340399;70419;PONT-DU-BOIS;2021-09-30;0;0;138
340402;70420;PONT-SUR-L'OGNON;2022-09-30;1;0;71
340406;70421;PORT-SUR-SAÔNE;2022-09-30;29;0;3418
340409;70422;POYANS;2023-03-31;0;0;159
340412;70423;PREIGNEY;2021-12-31;0;0;139
340415;70425;LA PROISELIÈRE-ET-LANGLE;2021-09-30;0;0;191
340421;70426;PROVENCHÈRE;2023-03-31;3;0;299
340424;70427;PURGEROT;2022-09-30;1;0;393
340426;70428;PUSEY;2023-03-31;31;0;1593
340429;70429;PUSY-ET-ÉPENOUX;2022-09-30;3;0;615
340431;70430;LA QUARTE;2022-09-30;0;0;159
340432;70431;QUENOCHE;2020-12-31;1;0;240
340433;70433;QUINCEY;2021-12-31;10;0;1424
340437;70435;RADDON-ET-CHAPENDU;2022-12-31;6;0;1070
340439;70436;RAINCOURT;2023-03-31;1;0;181
340443;70437;RANZEVELLE;2022-12-31;0;0;15
340446;70438;RAY-SUR-SAÔNE;2023-03-31;3;0;236
340448;70439;RAZE;2022-06-30;2;0;446
340450;70440;RECOLOGNE;2022-09-30;0;0;57
340453;70441;RECOLOGNE-LÈS-RIOZ;2022-09-30;1;0;357
340454;70442;RENAUCOURT;2023-03-31;3;0;131
340460;70443;LA GRANDE-RÉSIE;2023-03-31;0;0;150
340464;70444;LA RÉSIE-SAINT-MARTIN;2021-09-30;1;0;174
340471;70445;RIGNOVELLE;2023-03-31;3;0;152
340477;70446;RIGNY;2023-03-31;3;0;631
340478;70447;RIOZ;2021-09-30;21;0;2372
340482;70448;ROCHE-ET-RAUCOURT;2023-03-31;0;0;190
340486;70449;ROCHE-SUR-LINOTTE-ET-SORANS-LES-CORDIERS;2022-12-31;0;0;90
340492;70450;LA ROCHELLE;2022-12-31;0;0;37
340494;70451;RONCHAMP;2021-09-30;8;0;3608
340498;70452;ROSEY;2022-12-31;1;0;302
340500;70453;LA ROSIÈRE;2022-06-30;0;0;114
340504;70454;ROSIÈRES-SUR-MANCE;2022-12-31;0;0;64
340507;70455;ROYE;2021-12-31;1;0;1709
340510;70456;RUHANS;2023-03-31;4;0;229
340514;70457;RUPT-SUR-SAÔNE;2022-09-30;2;0;150
340523;70460;SAINT-BRESSON;2022-09-30;6;0;652
340527;70461;SAINT-BROING;2023-03-31;1;0;161
340532;70462;SAINT-FERJEUX;2023-03-31;1;0;97
340533;70463;SAINT-GAND;2020-12-31;0;0;146
340536;70464;SAINT-GERMAIN;2022-09-30;13;0;1661
340540;70466;SAINT-LOUP-NANTOUARD;2023-03-31;1;0;150
340544;70467;SAINT-LOUP-SUR-SEMOUSE;2021-12-31;6;0;3763
340554;70469;SAINTE-MARIE-EN-CHANOIS;2023-03-31;3;0;297
340556;70470;SAINTE-MARIE-EN-CHAUX;2022-03-31;1;0;204
340564;70472;SAINT-RÉMY-EN-COMTÉ;2023-03-31;13;0;636
340568;70473;SAINT-SAUVEUR;2022-09-30;11;0;2060
340571;70477;SAULNOT;2022-09-30;4;0;949
340576;70478;SAULX;2022-12-31;11;0;873
340579;70479;SAUVIGNEY-LÈS-GRAY;2023-03-31;4;0;125
340581;70480;SAUVIGNEY-LÈS-PESMES;2023-03-31;1;0;167
340583;70481;SAVOYEUX;2022-12-31;0;0;220
340587;70482;SCEY-SUR-SAÔNE-ET-SAINT-ALBIN;2023-03-31;11;0;1754
340590;70483;SCYE;2022-12-31;7;0;134
340594;70484;SECENANS;2023-03-31;0;0;210
340600;70485;SELLES;2023-03-31;0;0;316
340602;70486;SEMMADON;2022-06-30;0;0;185
340608;70487;SENARGENT-MIGNAFANS;2022-09-30;2;0;380
340613;70488;SENONCOURT;2022-06-30;1;0;253
340618;70489;SERVANCE-MIELLIN;2022-09-30;2;0;1135
340620;70490;SERVIGNEY;2022-09-30;2;0;143
340623;70491;SEVEUX-MOTEY;2022-09-30;5;0;565
340626;70493;SORANS-LÈS-BREUREY;2022-09-30;1;0;517
340630;70494;SORNAY;2023-03-31;3;0;359
340634;70496;TARTÉCOURT;2023-03-31;0;0;50
340636;70498;TERNUAY-MELAY-ET-SAINT-HILAIRE;2023-03-31;7;0;661
340640;70499;THEULEY;2023-03-31;0;0;108
340642;70500;THIEFFRANS;2021-12-31;0;0;236
340646;70501;THIÉNANS;2022-12-31;4;0;91
340650;70502;TINCEY-ET-PONTREBEAU;2021-12-31;1;0;105
340653;70503;TRAITIÉFONTAINE;2021-12-31;1;0;170
340658;70504;TRAVES;2022-06-30;3;0;475
340660;70505;LE TREMBLOIS;2021-09-30;0;0;197
340664;70506;TRÉMOINS;2023-03-31;3;0;406
340667;70507;TRÉSILLEY;2022-03-31;4;0;256
340671;70509;TROMAREY;2022-03-31;1;0;116
340676;70510;VADANS;2023-03-31;0;0;181
340679;70511;VAITE;2023-03-31;0;0;265
340684;70512;LA VAIVRE;2023-03-31;1;0;302
340685;70513;VAIVRE-ET-MONTOILLE;2023-03-31;30;0;2593
340688;70515;LE VAL-DE-GOUHENANS;2022-09-30;0;0;89
340690;70516;VALLEROIS-LE-BOIS;2021-12-31;2;0;333
340693;70517;VALLEROIS-LORIOZ;2022-06-30;11;0;460
340697;70518;LE VAL-SAINT-ÉLOI;2022-09-30;0;0;154
340702;70519;VANDELANS;2022-09-30;0;0;116
340706;70520;VANNE;2022-12-31;1;0;116
340711;70521;VANTOUX-ET-LONGEVELLE;2023-03-31;2;0;205
340715;70522;VAROGNE;2023-03-31;0;0;160
340719;70523;VARS;2022-03-31;1;0;239
340724;70524;VAUCHOUX;2022-12-31;2;0;146
340725;70525;VAUCONCOURT-NERVEZAIN;2021-09-30;1;0;280
340728;70526;VAUVILLERS;2023-03-31;4;0;873
340733;70527;VAUX-LE-MONCELOT;2023-03-31;1;0;106
340735;70528;VELESMES-ÉCHEVANNE;2021-09-30;4;0;574
340737;70529;VELET;2022-03-31;1;0;471
340740;70530;VELLECHEVREUX-ET-COURBENANS;2022-03-31;1;0;236
340741;70531;VELLECLAIRE;2021-06-30;1;0;99
340745;70532;VELLEFAUX;2023-03-31;6;0;582
340749;70533;VELLEFREY-ET-VELLEFRANGE;2022-09-30;1;0;111
340753;70534;VELLEFRIE;2023-03-31;2;0;155
340755;70535;VELLEGUINDRY-ET-LEVRECEY;2022-06-30;1;0;202
340757;70536;VELLE-LE-CHÂTEL;2022-03-31;1;0;154
340759;70537;VELLEMINFROY;2022-06-30;1;0;385
340761;70538;VELLEMOZ;2021-09-30;0;0;101
340763;70539;VELLEXON-QUEUTREY-ET-VAUDEY;2022-06-30;5;0;564
340767;70540;VELLOREILLE-LÈS-CHOYE;2022-06-30;0;0;81
340768;70541;VELORCEY;2022-03-31;0;0;297
340773;70542;VENÈRE;2022-06-30;3;0;227
340775;70544;LA VERGENNE;2023-03-31;1;0;179
340778;70545;VENISEY;2022-06-30;0;0;176
340784;70546;VEREUX;2023-03-31;0;0;296
340786;70547;VERLANS;2022-06-30;4;0;168
340789;70548;VERNOIS-SUR-MANCE;2022-12-31;1;0;271
340790;70549;LA VERNOTTE;2021-03-31;1;0;110
340793;70550;VESOUL;2022-09-30;185;1;15179
340798;70552;VILLAFANS;2022-12-31;4;0;307
340802;70553;VILLARGENT;2023-03-31;1;0;159
340806;70554;VILLARS-LE-PAUTEL;2023-03-31;0;0;271
340811;70555;LA VILLEDIEU-EN-FONTENETTE;2022-09-30;0;0;230
340814;70557;VILLEFRANCON;2022-06-30;1;0;146
340820;70558;LA VILLENEUVE-BELLENOYE-ET-LA-MAIZE;2023-03-31;2;0;172
340824;70559;VILLEPAROIS;2023-03-31;3;0;254
340827;70560;VILLERS-BOUTON;2023-03-31;1;0;201
340829;70561;VILLERSEXEL;2021-09-30;8;0;1569
340831;70562;VILLERS-LA-VILLE;2022-09-30;1;0;209
340836;70563;VILLERS-LE-SEC;2023-03-31;5;0;669
340839;70564;VILLERS-LÈS-LUXEUIL;2022-09-30;5;0;388
340843;70565;VILLERS-PATER;2023-03-31;1;0;47
340845;70566;VILLERS-SUR-PORT;2023-03-31;4;0;242
340849;70567;VILLERS-SUR-SAULNOT;2023-03-31;2;0;180
340852;70568;VILLERS-VAUDEY;2023-03-31;0;0;67
340855;70569;VILORY;2022-12-31;0;0;151
340858;70571;VISONCOURT;2023-03-31;0;0;36
340863;70572;VITREY-SUR-MANCE;2022-09-30;0;0;349
340867;70573;LA VOIVRE;2022-12-31;1;0;175
340870;70574;VOLON;2022-12-31;0;0;95
340873;70575;VORAY-SUR-L'OGNON;2022-09-30;23;0;882
340877;70576;VOUGÉCOURT;2023-03-31;0;0;186
340880;70577;VOUHENANS;2023-03-31;2;0;498
340882;70578;VREGILLE;2022-09-30;2;0;225
340886;70579;VYANS-LE-VAL;2022-09-30;5;0;523
340891;70580;VY-LE-FERROUX;2023-03-31;2;0;215
340897;70581;VY-LÈS-LURE;2023-03-31;5;0;867
340903;70582;VY-LÈS-RUPT;2023-03-31;0;0;105
340907;70583;VY-LÈS-FILAIN;2022-12-31;1;0;137
340919;71001;L'ABERGEMENT-DE-CUISERY;2022-12-31;7;0;916
340923;71002;L'ABERGEMENT-SAINTE-COLOMBE;2023-03-31;8;0;1399
340925;71003;ALLEREY-SUR-SAÔNE;2021-09-30;5;0;871
340927;71004;ALLÉRIOT;2022-12-31;14;0;1275
340932;71005;ALUZE;2022-09-30;4;0;308
340938;71006;AMANZÉ;2022-06-30;1;0;209
340942;71007;AMEUGNY;2023-03-31;1;0;179
340946;71008;ANGLURE-SOUS-DUN;2022-06-30;0;0;213
340950;71009;ANOST;2023-03-31;5;0;880
340954;71010;ANTULLY;2023-03-31;9;0;1059
340956;71011;ANZY-LE-DUC;2022-09-30;5;0;481
340962;71012;ARTAIX;2023-03-31;3;0;413
340965;71013;AUTHUMES;2022-03-31;1;0;299
340967;71014;AUTUN;2022-09-30;109;0;12751
340970;71015;AUXY;2022-09-30;9;0;1169
340972;71016;AZÉ;2022-06-30;6;0;1133
340977;71017;BALLORE;2023-03-31;0;0;89
340979;71018;BANTANGES;2021-06-30;1;0;642
340985;71019;BARIZEY;2023-03-31;2;0;182
340988;71020;BARNAY;2022-06-30;1;0;122
340991;71021;BARON;2022-06-30;3;0;313
340995;71022;BAUDEMONT;2023-03-31;6;0;711
340997;71023;BAUDRIÈRES;2023-03-31;10;0;1195
341001;71024;BAUGY;2022-06-30;6;0;654
341007;71025;BEAUBERY;2023-03-31;2;0;392
341010;71026;BEAUMONT-SUR-GROSNE;2022-12-31;0;0;413
341013;71027;BEAUREPAIRE-EN-BRESSE;2023-03-31;10;0;808
341017;71028;BEAUVERNOIS;2022-09-30;0;0;132
341021;71029;BELLEVESVRE;2022-09-30;4;0;342
341024;71030;BERGESSERIN;2022-12-31;1;0;220
341025;71031;BERZÉ-LE-CHÂTEL;2022-12-31;0;0;86
341027;71032;BERZÉ-LA-VILLE;2022-12-31;9;0;716
341029;71033;BEY;2023-03-31;12;0;919
341032;71034;BISSEY-SOUS-CRUCHAUD;2022-03-31;5;0;428
341035;71035;BISSY-LA-MÂCONNAISE;2022-09-30;2;0;224
341037;71036;BISSY-SOUS-UXELLES;2023-03-31;0;0;93
341039;71037;BISSY-SUR-FLEY;2022-06-30;0;0;128
341043;71038;LES BIZOTS;2023-03-31;10;0;540
341047;71039;BLANOT;2023-03-31;5;0;253
341051;71040;BLANZY;2023-03-31;65;0;6342
341055;71041;BOIS-SAINTE-MARIE;2023-03-31;0;0;107
341059;71043;LES BORDES;2022-12-31;0;0;114
341065;71044;BOSJEAN;2022-06-30;3;0;383
341069;71045;BOUHANS;2022-03-31;5;0;198
341074;71046;LA BOULAYE;2023-03-31;0;0;114
341075;71047;BOURBON-LANCY;2022-09-30;39;0;4815
341079;71048;BOURG-LE-COMTE;2023-03-31;1;0;230
341081;71050;BOURGVILAIN;2023-03-31;0;0;344
341084;71051;BOUZERON;2023-03-31;1;0;179
341087;71052;BOYER;2023-03-31;9;0;809
341089;71054;BRAGNY-SUR-SAÔNE;2023-03-31;8;0;747
341093;71056;BRANGES;2023-03-31;23;0;2980
341095;71057;BRAY;2022-06-30;3;0;226
341098;71058;BRESSE-SUR-GROSNE;2023-03-31;0;0;208
341100;71059;LE BREUIL;2023-03-31;54;0;3719
341105;71060;BRIANT;2023-03-31;1;0;245
341107;71061;BRIENNE;2022-12-31;6;0;569
341110;71062;BRION;2022-12-31;10;0;388
341113;71063;BROYE;2021-12-31;6;0;867
341121;71064;BRUAILLES;2022-12-31;5;0;1158
341123;71065;BUFFIÈRES;2022-09-30;3;0;312
341127;71066;BURGY;2022-09-30;2;0;121
341131;71067;BURNAND;2021-12-31;0;0;138
341133;71068;BURZY;2022-06-30;1;0;84
341144;71070;BUXY;2022-06-30;27;0;2348
341145;71072;CERSOT;2022-03-31;4;0;179
341148;73184;NANCES;2022-09-30;9;0;628
341151;73186;NOTRE-DAME-DE-BELLECOMBE;2023-03-31;10;0;646
341154;73187;LA LÉCHÈRE;2021-12-31;9;0;3307
341159;73188;NOTRE-DAME-DES-MILLIÈRES;2022-06-30;19;0;1148
341163;73189;NOTRE-DAME-DU-CRUET;2023-03-31;1;0;257
341165;73190;NOTRE-DAME-DU-PRÉ;2022-09-30;1;0;338
341170;73192;LE NOYER;2023-03-31;1;0;288
341173;73193;ONTEX;2022-12-31;4;0;111
341178;73194;ORELLE;2023-03-31;3;0;344
341180;73196;PALLUD;2022-06-30;11;0;828
341183;73197;PEISEY-NANCROIX;2022-09-30;9;0;837
341189;73201;PLANAY;2023-03-31;3;0;499
341194;73202;PLANCHERINE;2022-09-30;6;0;515
