;codgeo;libgeo;date_arrete;nb_vp_rechargeables_el;nb_vp_rechargeables_gaz;nb_vp
131579;8088;BULSON;2021-09-30;0;0;151
131583;8090;CARIGNAN;2021-12-31;12;0;3373
131586;8092;CAUROY;2022-12-31;2;0;222
131591;8094;CERNION;2022-06-30;0;0;67
131597;8096;CHALANDRY-ELAIRE;2022-12-31;17;0;762
131601;8097;CHALLERANGE;2023-03-31;4;0;541
131605;8098;CHAMPIGNEULLE;2022-09-30;0;0;70
131609;8099;CHAMPIGNEUL-SUR-VENCE;2023-03-31;0;0;134
131619;8103;CHARBOGNE;2022-03-31;2;0;268
131621;8104;CHARDENY;2023-03-31;1;0;53
131623;8105;CHARLEVILLE-MÉZIÈRES;2022-09-30;533;11;44621
131626;8106;CHARNOIS;2023-03-31;0;0;119
131630;8107;CHÂTEAU-PORCIEN;2022-12-31;11;0;1341
131633;8109;CHATEL-CHÉHÉRY;2023-03-31;1;0;164
131638;8110;LE CHÂTELET-SUR-SORMONNE;2022-12-31;1;0;211
131639;8111;LE CHÂTELET-SUR-RETOURNE;2021-12-31;9;0;749
131643;8113;CHAUMONT-PORCIEN;2022-06-30;0;0;650
131649;8115;CHÉMERY-CHÉHÉRY;2023-03-31;7;0;747
131652;8116;BAIRON ET SES ENVIRONS;2022-12-31;11;0;1278
131658;8117;CHESNOIS-AUBONCOURT;2022-12-31;2;0;188
131664;8119;CHEVEUGES;2022-12-31;4;0;545
131667;8120;CHEVIÈRES;2021-12-31;0;0;73
131676;8122;CHOOZ;2022-12-31;28;0;1107
131678;8123;CHUFFILLY-ROCHE;2021-09-30;2;0;98
131680;8124;CLAVY-WARBY;2022-06-30;4;0;420
131685;8125;CLIRON;2023-03-31;6;0;381
131688;8126;CONDÉ-LÈS-HERPY;2023-03-31;3;0;256
131692;8128;CONDÉ-LÈS-AUTRY;2023-03-31;0;0;114
131695;8130;CONTREUVE;2022-06-30;1;0;90
131697;8131;CORNAY;2022-03-31;1;0;78
131701;8132;CORNY-MACHÉROMÉNIL;2023-03-31;2;0;223
131703;8133;COUCY;2021-12-31;0;0;569
131708;8134;COULOMMES-ET-MARQUENY;2023-03-31;2;0;106
131713;8135;LA CROIX-AUX-BOIS;2022-12-31;1;0;176
131719;8136;DAIGNY;2023-03-31;6;0;527
131722;8137;DAMOUZY;2023-03-31;16;0;508
131724;8138;LES DEUX-VILLES;2022-12-31;0;0;376
131728;8139;DEVILLE;2022-06-30;4;0;1118
131730;8140;DOM-LE-MESNIL;2022-12-31;14;0;1159
131734;8141;DOMMERY;2022-12-31;1;0;265
131738;8142;DONCHERY;2022-06-30;21;0;2509
131741;8143;DOUMELY-BÉGNY;2022-09-30;0;0;105
131744;8145;DOUZY;2023-03-31;22;0;2535
131748;8146;DRAIZE;2022-12-31;0;0;134
131750;8147;DRICOURT;2022-06-30;0;0;100
131754;8148;L'ÉCAILLE;2022-12-31;4;0;246
131759;8149;L'ÉCHELLE;2022-12-31;2;0;153
131763;8150;ÉCLY;2023-03-31;1;0;215
131765;8151;ÉCORDAL;2022-03-31;2;0;398
131770;8153;ESCOMBRES-ET-LE-CHESNOIS;2023-03-31;1;0;494
131773;8154;ESTREBAY;2023-03-31;0;0;82
131779;8155;ÉTALLE;2023-03-31;0;0;108
131783;8156;ÉTEIGNIÈRES;2022-06-30;6;0;589
131786;8158;ÉTRÉPIGNY;2022-12-31;4;0;298
131788;8159;EUILLY-ET-LOMBUT;2022-12-31;0;0;163
131790;8160;ÉVIGNY;2021-12-31;1;0;214
131795;8161;EXERMONT;2022-09-30;0;0;41
131799;8162;FAGNON;2022-06-30;8;0;402
131800;8163;FAISSAULT;2021-03-31;1;0;295
131808;8166;FÉPIN;2022-09-30;1;0;330
131810;8167;LA FÉRÉE;2022-09-30;0;0;96
131813;8168;LA FERTÉ-SUR-CHIERS;2022-09-30;1;0;254
131816;8169;FLAIGNES-HAVYS;2023-03-31;2;0;137
131820;8171;FLÉVILLE;2023-03-31;0;0;174
131825;8172;FLIGNY;2022-12-31;1;0;210
131828;8173;FLIZE;2022-12-31;29;0;2070
131831;8174;FLOING;2023-03-31;29;0;2774
131833;8175;FOISCHES;2022-09-30;2;1;344
131839;8178;FRAILLICOURT;2022-03-31;0;0;203
131841;8179;FRANCHEVAL;2022-03-31;4;0;810
131845;8180;LA FRANCHEVILLE;2022-09-30;20;0;1797
131847;8182;LE FRÉTY;2022-09-30;0;0;83
131851;8183;FROMELENNES;2022-06-30;21;0;1349
131857;8184;FROMY;2022-09-30;1;0;107
131864;8185;FUMAY;2022-12-31;29;0;3739
131869;8186;GERMONT;2023-03-31;0;0;55
131871;8187;GERNELLE;2022-03-31;4;0;413
131874;8188;GESPUNSART;2022-06-30;8;0;1280
131881;8189;GIRONDELLE;2023-03-31;0;0;224
131885;8190;GIVET;2022-12-31;71;2;7684
131887;8191;GIVONNE;2022-12-31;15;0;1232
131895;8192;GIVRON;2023-03-31;1;0;91
131904;8194;GLAIRE;2023-03-31;26;0;1040
131911;8195;GOMONT;2022-12-31;0;0;395
131917;8197;GRANDHAM;2023-03-31;0;0;44
131918;8198;GRANDPRÉ;2020-12-31;1;0;611
131922;8199;LA GRANDVILLE;2022-06-30;8;0;925
131927;8200;GRIVY-LOISY;2023-03-31;1;0;215
131928;8201;GRUYÈRES;2022-12-31;1;0;97
131929;8202;GUÉ-D'HOSSUS;2022-06-30;3;0;696
131932;8203;GUIGNICOURT-SUR-VENCE;2023-03-31;5;0;374
131935;8204;GUINCOURT;2022-12-31;0;0;117
131939;8205;HAGNICOURT;2022-06-30;0;0;75
131940;8206;HAM-LES-MOINES;2022-12-31;6;0;459
131943;8207;HAM-SUR-MEUSE;2022-12-31;9;0;359
131948;8208;HANNAPPES;2022-09-30;0;0;165
131951;8209;HANNOGNE-SAINT-MARTIN;2023-03-31;9;0;555
131952;8210;HANNOGNE-SAINT-RÉMY;2022-03-31;1;0;139
131959;8212;HARCY;2023-03-31;6;1;582
131964;8215;HARRICOURT;2022-12-31;0;0;57
131969;8216;HAUDRECY;2022-06-30;5;0;345
131973;8217;HAULMÉ;2022-12-31;0;0;93
131979;8218;LES HAUTES-RIVIÈRES;2023-03-31;17;0;1807
131987;8220;HAUVINÉ;2023-03-31;2;0;317
131992;8222;HAYBES;2023-03-31;39;0;2277
131995;8223;HERBEUVAL;2022-12-31;2;0;186
132000;8225;HERPY-L'ARLÉSIENNE;2022-06-30;3;0;234
132003;8226;HIERGES;2022-09-30;1;0;265
132005;8228;LA HORGNE;2022-12-31;3;0;204
132006;8229;HOUDILCOURT;2022-03-31;1;0;171
132010;8230;HOULDIZY;2023-03-31;13;0;442
132014;8232;ILLY;2022-09-30;1;0;509
132015;8233;IMÉCOURT;2022-12-31;0;0;62
132021;8234;INAUMONT;2022-12-31;1;0;124
132024;8235;ISSANCOURT-ET-RUMEL;2023-03-31;5;0;537
132027;8236;JANDUN;2022-09-30;4;0;323
132028;8237;JOIGNY-SUR-MEUSE;2023-03-31;8;0;690
132030;8238;JONVAL;2021-09-30;0;0;117
132033;8239;JUNIVILLE;2023-03-31;22;0;1278
132036;8240;JUSTINE-HERBIGNY;2022-03-31;1;0;210
132042;8242;LAIFOUR;2023-03-31;6;0;571
132047;8243;LALOBBE;2023-03-31;1;0;243
132052;8244;LAMETZ;2022-06-30;0;0;108
132056;8246;LANDRES-ET-SAINT-GEORGES;2022-12-31;0;0;102
132058;8247;LANDRICHAMPS;2022-09-30;1;0;178
132061;8248;LAUNOIS-SUR-VENCE;2022-12-31;6;0;825
132064;8249;LAVAL-MORENCY;2023-03-31;4;0;269
132066;8250;LEFFINCOURT;2022-06-30;2;0;178
132070;8251;LÉPRON-LES-VALLÉES;2023-03-31;1;0;110
132074;8252;LÉTANNE;2022-12-31;2;0;180
132078;8254;LIART;2023-03-31;3;0;552
132079;8255;LINAY;2020-12-31;0;0;320
132082;8256;LIRY;2022-12-31;0;0;105
132084;8257;LOGNY-BOGNY;2021-12-31;0;0;183
132089;8259;LONGWÉ;2023-03-31;0;0;111
132094;8260;LONNY;2022-06-30;8;0;670
132099;8262;LUCQUY;2022-12-31;6;0;676
132102;8263;LUMES;2022-12-31;15;0;1228
132107;8268;MAISONCELLE-ET-VILLERS;2023-03-31;0;0;92
132111;8269;MALANDRY;2022-12-31;0;0;118
132116;8271;MANRE;2022-12-31;0;0;123
132118;8272;MARANWEZ;2022-03-31;2;0;64
132122;8273;MARBY;2022-12-31;0;0;71
132131;8276;MARGUT;2023-03-31;2;0;1115
132134;8277;MARLEMONT;2022-12-31;1;0;140
132138;8278;MARQUIGNY;2022-12-31;1;0;129
132143;8279;MARS-SOUS-BOURCQ;2022-12-31;0;0;57
132148;8280;MARVAUX-VIEUX;2022-09-30;0;0;80
132151;8281;MATTON-ET-CLÉMENCY;2022-06-30;3;0;629
132153;8282;MAUBERT-FONTAINE;2022-12-31;5;0;1219
132156;8283;MAZERNY;2022-06-30;1;0;166
132160;8284;LES MAZURES;2022-12-31;30;0;1092
132161;8286;MÉNIL-ANNELLES;2021-06-30;1;0;114
132166;8287;MÉNIL-LÉPINOIS;2023-03-31;4;0;125
132171;8289;MESSINCOURT;2022-06-30;2;0;874
132178;8291;MOGUES;2023-03-31;3;0;276
132182;8293;MOIRY;2023-03-31;0;0;232
132187;8294;LA MONCELLE;2023-03-31;3;0;162
132190;8295;MONDIGNY;2023-03-31;2;0;212
132191;8296;MONTCHEUTIN;2021-06-30;0;0;125
132197;8298;MONTCY-NOTRE-DAME;2022-06-30;21;0;1586
132201;8300;LE MONT-DIEU;2023-03-31;0;0;19
132204;8301;MONTGON;2023-03-31;0;0;95
132206;8302;MONTHERMÉ;2023-03-31;19;0;2496
132210;8303;MONTHOIS;2023-03-31;9;0;428
132212;8304;MONTIGNY-SUR-MEUSE;2022-06-30;1;0;116
132215;8305;MONTIGNY-SUR-VENCE;2022-09-30;2;0;263
132220;8306;MONT-LAURENT;2022-06-30;1;0;72
132227;8307;MONTMEILLANT;2023-03-31;0;0;103
132234;8309;MONT-SAINT-REMY;2022-12-31;0;0;72
132239;8310;MOURON;2023-03-31;2;0;93
132245;8312;MURTIN-ET-BOGNY;2023-03-31;0;0;208
132248;8313;NANTEUIL-SUR-AISNE;2023-03-31;1;0;151
132254;8314;NEUFLIZE;2023-03-31;20;0;862
132259;8315;NEUFMAISON;2022-09-30;0;0;91
132262;8316;NEUFMANIL;2023-03-31;5;0;1185
132263;8317;LA NEUVILLE-À-MAIRE;2023-03-31;4;0;137
132267;8318;LA NEUVILLE-AUX-JOÛTES;2023-03-31;1;0;528
132270;8319;NEUVILLE-LEZ-BEAULIEU;2023-03-31;3;0;403
132275;8320;LA NEUVILLE-EN-TOURNE-À-FUY;2023-03-31;9;0;531
132281;8321;NEUVILLE-DAY;2023-03-31;2;0;243
132285;8322;NEUVILLE-LÈS-THIS;2022-09-30;4;0;425
132287;8323;LA NEUVILLE-LÈS-WASIGNY;2022-06-30;0;0;232
132291;8324;NEUVIZY;2022-03-31;0;0;131
132295;8325;NOIRVAL;2023-03-31;0;0;37
132297;8326;NOUART;2022-03-31;0;0;187
132299;8327;NOUVION-SUR-MEUSE;2022-06-30;23;0;2345
132303;8328;NOUZONVILLE;2022-12-31;57;0;6346
132306;8329;NOVION-PORCIEN;2022-06-30;4;0;688
132309;8330;NOVY-CHEVRIÈRES;2023-03-31;6;0;786
132311;8331;NOYERS-PONT-MAUGIS;2022-06-30;4;0;781
132315;8332;OCHES;2022-09-30;0;0;61
132318;8333;OLIZY-PRIMAT;2021-12-31;0;0;296
132322;8334;OMICOURT;2022-06-30;2;0;61
132325;8335;OMONT;2021-12-31;0;0;100
132330;8336;OSNES;2022-09-30;1;0;316
132334;8338;PAUVRES;2023-03-31;2;0;191
132340;8340;POILCOURT-SYDNEY;2022-12-31;0;0;198
132343;8341;POIX-TERRON;2023-03-31;24;0;904
132347;8342;POURU-AUX-BOIS;2022-09-30;3;0;362
132349;8343;POURU-SAINT-REMY;2022-06-30;8;0;1419
132352;8344;PREZ;2022-12-31;1;0;190
132357;8346;PRIX-LÈS-MÉZIÈRES;2022-09-30;51;0;1769
132361;8347;PUILLY-ET-CHARBEAUX;2022-03-31;3;0;370
132373;8349;PURE;2023-03-31;1;0;834
132378;8350;QUATRE-CHAMPS;2023-03-31;2;0;257
132384;8352;RAILLICOURT;2023-03-31;2;0;286
132386;8353;RANCENNES;2022-09-30;18;0;937
132392;8354;RAUCOURT-ET-FLABA;2023-03-31;6;0;930
132394;8355;REGNIOWEZ;2021-12-31;4;0;575
132404;8357;REMILLY-AILLICOURT;2023-03-31;5;0;922
132409;8358;REMILLY-LES-POTHÉES;2023-03-31;2;0;289
132415;8361;RENWEZ;2021-12-31;16;0;1737
132419;8362;RETHEL;2022-12-31;70;0;7413
132425;8363;REVIN;2022-12-31;43;0;6932
132426;8364;RILLY-SUR-AISNE;2021-06-30;0;0;140
132429;8365;RIMOGNE;2023-03-31;12;0;1549
132435;8367;ROCROI;2023-03-31;27;0;2783
132438;8368;ROIZY;2022-12-31;0;0;284
132442;8370;ROUVROY-SUR-AUDRY;2022-06-30;8;0;608
132446;8372;RUBIGNY;2022-03-31;0;0;70
132452;8374;LA SABOTTERIE;2022-06-30;1;0;158
132455;8375;SACHY;2022-09-30;0;0;255
132466;8378;SAINT-CLÉMENT-À-ARNES;2023-03-31;0;0;130
132470;8379;SAINT-ÉTIENNE-À-ARNES;2022-12-31;0;0;265
132472;8380;SAINT-FERGEUX;2022-06-30;1;0;235
132476;8381;SAINT-GERMAINMONT;2022-03-31;5;0;793
132480;8383;SAINT-JUVIN;2021-03-31;0;0;133
132484;8384;SAINT-LAMBERT-ET-MONT-DE-JEUX;2022-09-30;1;0;175
132492;8386;SAINT-LOUP-EN-CHAMPAGNE;2022-09-30;7;0;336
132494;8387;SAINT-LOUP-TERRIER;2023-03-31;4;0;223
132512;8391;SAINT-MENGES;2023-03-31;9;0;1127
132516;8392;SAINT-MOREL;2023-03-31;1;0;256
132520;8393;SAINT-PIERRE-À-ARNES;2022-12-31;0;0;70
132526;8395;SAINT-PIERRE-SUR-VENCE;2021-03-31;0;0;176
132527;8396;SAINT-QUENTIN-LE-PETIT;2022-12-31;0;0;183
132530;8397;SAINT-REMY-LE-PETIT;2023-03-31;0;0;61
132533;8398;SAINTE-VAUBOURG;2023-03-31;1;0;106
132537;8399;SAPOGNE-SUR-MARCHE;2023-03-31;0;0;228
132541;8400;SAPOGNE-ET-FEUCHÈRES;2022-03-31;8;0;631
132545;8401;SAULCES-CHAMPENOISES;2022-12-31;0;0;292
132552;8402;SAULCES-MONCLIN;2023-03-31;13;0;936
132556;8403;SAULT-LÈS-RETHEL;2022-12-31;22;0;1919
132558;8404;SAULT-SAINT-REMY;2021-09-30;1;0;236
132564;8406;SAVIGNY-SUR-AISNE;2022-06-30;4;0;440
132567;8407;SÉCHAULT;2022-12-31;1;0;77
132569;8408;SÉCHEVAL;2021-12-31;5;0;565
132571;8409;SEDAN;2022-06-30;115;1;16991
132574;8410;SEMIDE;2021-06-30;1;0;199
132577;8411;SEMUY;2022-12-31;2;0;99
132581;8412;SENUC;2022-09-30;1;0;165
132593;8416;SEUIL;2022-06-30;3;0;215
132599;8417;SÉVIGNY-LA-FORÊT;2022-09-30;3;0;351
132601;8418;SÉVIGNY-WALEPPE;2022-09-30;1;0;253
132602;8419;SIGNY-L'ABBAYE;2023-03-31;16;0;1422
132605;8420;SIGNY-LE-PETIT;2022-12-31;4;0;1432
132607;8421;SIGNY-MONTLIBERT;2022-09-30;0;0;120
132610;8422;SINGLY;2022-12-31;0;0;151
132613;8424;SOMMAUTHE;2022-12-31;1;0;147
132616;8425;SOMMERANCE;2022-12-31;0;0;68
132619;8426;SON;2022-12-31;1;0;99
132621;8427;SORBON;2022-09-30;4;0;266
132623;8428;SORCY-BAUTHÉMONT;2022-12-31;1;0;206
132625;8429;SORMONNE;2022-06-30;4;0;626
132627;8430;STONNE;2022-06-30;0;0;55
132632;8431;SUGNY;2022-12-31;1;0;101
132634;8432;SURY;2022-12-31;2;0;123
132639;8434;SY;2023-03-31;3;0;53
132641;8435;TAGNON;2021-12-31;16;0;983
132646;8436;TAILLETTE;2023-03-31;7;0;507
132653;8438;TAIZY;2023-03-31;1;0;128
132659;8440;TARZY;2022-12-31;0;0;183
132661;8444;TÉTAIGNE;2023-03-31;0;0;144
132662;8445;THELONNE;2022-09-30;2;0;534
132666;8446;THÉNORGUES;2022-09-30;0;0;103
132669;8448;THILAY;2023-03-31;17;0;1224
132674;8449;THIN-LE-MOUTIER;2023-03-31;6;0;679
132677;8450;THIS;2023-03-31;2;0;271
132680;8452;THUGNY-TRUGNY;2023-03-31;2;0;255
132683;8453;TOGES;2022-03-31;0;0;110
132687;8454;TOULIGNY;2023-03-31;0;0;98
132688;8455;TOURCELLES-CHAUMONT;2020-12-31;0;0;113
132691;8456;TOURNAVAUX;2022-12-31;5;0;233
132695;8457;TOURNES;2023-03-31;25;0;1280
132699;8458;TOURTERON;2023-03-31;3;0;238
132703;8459;TREMBLOIS-LÈS-CARIGNAN;2022-12-31;1;0;231
132707;8460;TREMBLOIS-LÈS-ROCROI;2022-09-30;0;0;197
132712;8461;VANDY;2023-03-31;1;0;223
132715;8462;VAUX-CHAMPAGNE;2023-03-31;0;0;166
132719;8463;VAUX-EN-DIEULET;2023-03-31;0;0;63
132721;8464;VAUX-LÈS-MOURON;2021-06-30;0;0;79
132727;8465;VAUX-LÈS-RUBIGNY;2022-09-30;0;0;66
132729;8466;VAUX-LÈS-MOUZON;2023-03-31;0;0;110
132732;8467;VAUX-MONTREUIL;2022-12-31;0;0;127
132736;8468;VAUX-VILLAINE;2022-12-31;0;0;195
132741;8469;VENDRESSE;2022-06-30;5;0;608
132742;8470;VERPEL;2020-12-31;0;0;100
132747;8472;VIEL-SAINT-REMY;2023-03-31;2;0;365
132749;8473;VIEUX-LÈS-ASFELD;2022-03-31;3;0;307
132753;8476;VILLERS-DEVANT-LE-THOUR;2022-09-30;5;0;428
132755;8477;VILLERS-DEVANT-MOUZON;2022-12-31;0;0;145
132758;8478;VILLERS-LE-TILLEUL;2022-12-31;1;0;322
132760;8479;VILLERS-LE-TOURNEUR;2023-03-31;7;0;258
132765;8480;VILLERS-SEMEUSE;2023-03-31;47;0;3591
132768;8481;VILLERS-SUR-BAR;2023-03-31;2;0;311
132771;8483;VILLE-SUR-LUMES;2022-12-31;10;0;530
132774;8484;VILLE-SUR-RETOURNE;2022-03-31;1;0;90
132784;8486;VIREUX-MOLHAIN;2022-09-30;15;0;2065
132789;8487;VIREUX-WALLERAND;2022-12-31;37;0;2390
132792;8488;VIVIER-AU-COURT;2022-09-30;29;0;3222
132796;8489;VONCQ;2023-03-31;2;0;272
132800;8490;VOUZIERS;2022-12-31;33;0;4456
132804;8491;VRIGNE AUX BOIS;2023-03-31;32;0;4176
132808;8492;VRIGNE-MEUSE;2022-09-30;5;0;346
132811;8494;WADELINCOURT;2022-09-30;12;0;564
132814;8496;WAGNON;2022-12-31;1;0;130
132818;8498;WARNÉCOURT;2022-06-30;3;0;429
132819;8499;WASIGNY;2022-03-31;1;0;387
132822;8500;WIGNICOURT;2022-09-30;2;0;68
132823;8501;WILLIERS;2021-03-31;0;0;72
132824;8502;YONCQ;2021-09-30;0;0;152
132829;8503;YVERNAUMONT;2022-12-31;3;0;175
132835;9001;AIGUES-JUNTES;2022-03-31;0;0;58
132842;9003;L'AIGUILLON;2022-12-31;4;0;471
132845;9004;ALBIÈS;2021-12-31;0;0;157
132849;9005;ALEU;2023-03-31;2;0;201
132852;9006;ALLIAT;2022-03-31;0;0;65
132856;9007;ALLIÈRES;2021-12-31;1;0;76
132863;9009;ALZEN;2022-06-30;3;0;277
132869;9012;APPY;2023-03-31;1;0;28
132873;9013;ARABAUX;2022-12-31;1;0;85
132876;9014;ARGEIN;2022-12-31;2;0;241
132878;9015;ARIGNAC;2022-09-30;7;0;796
132882;9016;ARNAVE;2023-03-31;0;0;222
132888;9017;ARRIEN-EN-BETHMALE;2023-03-31;1;0;141
132891;9018;ARROUT;2023-03-31;6;0;103
132895;9019;ARTIGAT;2022-09-30;9;0;739
132906;9022;ARVIGNA;2023-03-31;3;0;265
132908;9023;ASCOU;2022-12-31;0;0;132
132915;9024;ASTON;2022-12-31;3;0;274
132919;9025;AUCAZEIN;2023-03-31;0;0;67
132922;9026;AUDRESSEIN;2023-03-31;1;0;179
132927;9027;AUGIREIN;2023-03-31;2;0;117
132931;9029;AULUS-LES-BAINS;2022-06-30;0;0;160
132932;9030;AUZAT;2020-12-31;0;0;595
132935;9031;AXIAT;2022-09-30;0;0;30
132939;9032;AX-LES-THERMES;2022-12-31;9;0;1313
132942;9033;BAGERT;2022-09-30;0;0;61
132945;9034;BALACET;2023-03-31;0;0;38
132951;9035;BALAGUÈRES;2022-09-30;0;0;254
132956;9038;LA BASTIDE-DE-BESPLAS;2022-06-30;4;0;456
132958;9039;LA BASTIDE-DE-BOUSIGNAC;2023-03-31;1;0;377
132961;9040;LA BASTIDE-DE-LORDAT;2022-03-31;3;0;327
132964;9041;LA BASTIDE-DU-SALAT;2022-12-31;1;0;232
132968;9042;LA BASTIDE-DE-SÉROU;2023-03-31;16;0;1111
132972;9043;LA BASTIDE-SUR-L'HERS;2022-09-30;4;0;758
132973;9044;BAULOU;2021-09-30;2;0;203
132975;9045;BÉDEILHAC-ET-AYNAT;2022-03-31;0;0;261
132982;9048;BELLOC;2020-12-31;3;0;91
132990;9050;BENAGUES;2023-03-31;5;1;574
132992;9051;BÉNAIX;2022-06-30;1;0;178
132995;9052;BESSET;2022-09-30;3;0;204
133001;9053;BESTIAC;2022-12-31;1;0;40
133004;9054;BETCHAT;2022-03-31;5;0;381
133007;9055;BETHMALE;2022-12-31;2;0;121
133011;9056;BÉZAC;2023-03-31;4;0;440
133016;9057;BIERT;2023-03-31;5;0;456
133022;9059;BONAC-IRAZEIN;2022-03-31;0;0;199
133029;9061;LES BORDES-SUR-ARIZE;2023-03-31;9;0;718
133031;9062;BORDES-UCHENTEIN;2022-09-30;2;0;219
133035;9064;BOUAN;2023-03-31;0;0;39
133038;9065;BOUSSENAC;2023-03-31;1;0;278
133046;9068;BURRET;2022-12-31;0;0;51
133050;9069;BUZAN;2022-09-30;1;0;64
133058;9071;CADARCET;2023-03-31;1;0;251
133063;9072;CALZAN;2022-09-30;0;0;48
133065;9073;CAMARADE;2021-09-30;2;0;220
133074;9075;CAMPAGNE-SUR-ARIZE;2023-03-31;2;0;360
133075;9076;CANTÉ;2021-09-30;3;0;290
133076;9077;CAPOULET-ET-JUNAC;2022-06-30;0;0;227
133079;9078;CARCANIÈRES;2023-03-31;0;0;52
133081;9079;CARLA-BAYLE;2022-09-30;7;0;914
133085;9080;CARLA-DE-ROQUEFORT;2023-03-31;2;0;213
133089;9081;LE CARLARET;2023-03-31;3;0;306
133093;9082;CASTELNAU-DURBAN;2022-12-31;5;0;514
133098;9085;CASTILLON-EN-COUSERANS;2021-12-31;4;0;471
133104;9087;CAUSSOU;2022-09-30;0;0;73
133105;9088;CAYCHAX;2022-09-30;0;0;7
133108;9089;CAZALS-DES-BAYLÈS;2023-03-31;0;0;58
133110;9090;CAZAUX;2023-03-31;0;0;49
133116;9091;CAZAVET;2022-12-31;1;0;251
133121;9092;CAZENAVE-SERRES-ET-ALLENS;2022-12-31;1;0;81
133126;9094;CÉRIZOLS;2022-09-30;1;0;157
133132;9096;CHÂTEAU-VERDUN;2022-12-31;1;0;69
133137;9098;CONTRAZY;2021-09-30;0;0;93
133140;9099;COS;2022-06-30;2;0;440
133145;9100;COUFLENS;2022-12-31;0;0;109
133152;9101;COUSSA;2023-03-31;1;0;297
133155;9102;COUTENS;2021-09-30;0;0;192
133158;9103;CRAMPAGNA;2022-09-30;13;0;972
133163;9104;DALOU;2022-09-30;8;0;908
133165;9105;DAUMAZAN-SUR-ARIZE;2022-06-30;2;0;861
133168;9106;DREUILHE;2022-12-31;4;0;442
133171;9107;DUN;2023-03-31;10;0;786
133176;9108;DURBAN-SUR-ARIZE;2022-12-31;1;0;212
133185;9110;ENCOURTIECH;2022-09-30;0;0;118
133191;9111;ENGOMER;2022-12-31;3;0;372
133197;9113;ERCÉ;2023-03-31;5;0;562
133201;9114;ERP;2022-12-31;2;0;197
133205;9115;ESCLAGNE;2022-12-31;1;0;159
133208;9116;ESCOSSE;2023-03-31;3;0;476
133212;9117;ESPLAS;2022-12-31;5;0;126
133215;9118;ESPLAS-DE-SÉROU;2022-06-30;1;0;207
133216;9119;EYCHEIL;2023-03-31;5;0;596
133224;9121;FERRIÈRES-SUR-ARIÈGE;2022-09-30;7;0;833
133226;9122;FOIX;2022-12-31;129;1;10639
133230;9123;FORNEX;2023-03-31;1;0;161
133235;9124;LE FOSSAT;2023-03-31;12;0;1167
133239;9125;FOUGAX-ET-BARRINEUF;2022-06-30;2;0;437
133241;9126;FREYCHENET;2022-09-30;0;0;84
133246;9127;GABRE;2022-12-31;3;0;135
133251;9129;GALEY;2021-09-30;1;0;163
133252;9130;GANAC;2021-06-30;0;0;819
133255;9131;GARANOU;2023-03-31;0;0;180
133259;9132;GAUDIÈS;2022-12-31;3;0;301
133263;9133;GÉNAT;2023-03-31;0;0;40
133265;9134;GESTIÈS;2021-03-31;1;0;19
133268;9136;GOURBIT;2022-06-30;0;0;110
133271;9137;GUDAS;2022-06-30;1;0;177
133274;9138;L'HERM;2021-09-30;3;0;268
133277;9139;L'HOSPITALET-PRÈS-L'ANDORRE;2023-03-31;0;0;114
133282;9140;IGNAUX;2023-03-31;0;0;134
133285;9141;ILLARTEIN;2021-06-30;0;0;98
133288;9142;ILHAT;2022-06-30;2;0;166
133292;9143;ILLIER-ET-LARAMADE;2022-12-31;0;0;19
133294;9145;LES ISSARDS;2021-12-31;2;0;309
133296;9146;JUSTINIAC;2023-03-31;0;0;75
133304;9149;LACOURT;2020-12-31;0;0;255
133314;9151;LANOUX;2022-09-30;1;0;59
133318;9152;LAPÈGE;2022-06-30;0;0;20
133321;9153;LAPENNE;2022-12-31;2;0;162
133326;9154;LARBONT;2023-03-31;0;0;65
133332;9155;LARCAT;2023-03-31;0;0;52
133338;9156;LARNAT;2023-03-31;0;0;15
133342;9157;LAROQUE-D'OLMES;2022-06-30;19;0;2752
133345;9159;LASSUR;2023-03-31;1;0;86
133349;9160;LAVELANET;2022-12-31;38;0;6537
133352;9161;LÉRAN;2022-09-30;7;0;724
133357;9162;LERCOUL;2022-12-31;0;0;18
133361;9163;LESCOUSSE;2023-03-31;0;0;109
133363;9164;LESCURE;2023-03-31;4;0;610
133366;9165;LESPARROU;2023-03-31;2;0;278
133372;9166;LEYCHERT;2023-03-31;0;0;124
133376;9167;LÉZAT-SUR-LÈZE;2022-03-31;27;0;2518
133377;9168;LIEURAC;2021-12-31;3;0;217
133379;9169;LIMBRASSAC;2022-03-31;0;0;132
133385;9171;LORDAT;2021-12-31;0;0;57
133390;9172;LOUBAUT;2023-03-31;1;0;49
133398;9174;LOUBIÈRES;2022-12-31;4;0;340
133403;9175;LUDIÈS;2022-12-31;1;0;97
133411;9176;LUZENAC;2023-03-31;6;0;607
133413;9177;MADIÈRE;2023-03-31;3;0;314
133418;1001;L'ABERGEMENT-CLÉMENCIAT;2022-09-30;11;0;916
133423;1002;L'ABERGEMENT-DE-VAREY;2022-12-31;4;0;280
133425;1004;AMBÉRIEU-EN-BUGEY;2021-12-31;182;0;15238
133428;1005;AMBÉRIEUX-EN-DOMBES;2022-06-30;18;0;2106
133433;1006;AMBLÉON;2023-03-31;0;0;159
133435;1007;AMBRONAY;2023-03-31;55;0;3054
133438;1008;AMBUTRIX;2022-09-30;9;1;827
